"","clave_municipio","nom_mun","pob_mun"
"1293","20278","SAN MIGUEL SOYALTEPEC",38682
"1294","20279","SAN MIGUEL SUCHIXTEPEC",2932
"1295","20280","VILLA TALEA DE CASTRO",2011
"1296","20281","SAN MIGUEL TECOMATLÁN",305
"1297","20282","SAN MIGUEL TENANGO",653
"1298","20283","SAN MIGUEL TEQUIXTEPEC",1044
"1299","20284","SAN MIGUEL TILQUIÁPAM",3141
"1300","20285","SAN MIGUEL TLACAMAMA",3653
"1301","20286","SAN MIGUEL TLACOTEPEC",3100
"1302","20287","SAN MIGUEL TULANCINGO",307
"1303","20288","SAN MIGUEL YOTAO",585
"1304","20289","SAN NICOLÁS",1214
"1305","20290","SAN NICOLÁS HIDALGO",1043
"1306","20291","SAN PABLO COATLÁN",4308
"1307","20292","SAN PABLO CUATRO VENADOS",1510
"1308","20293","SAN PABLO ETLA",17116
"1309","20294","SAN PABLO HUITZO",7035
"1310","20295","SAN PABLO HUIXTEPEC",10020
"1311","20296","SAN PABLO MACUILTIANGUIS",955
"1312","20297","SAN PABLO TIJALTEPEC",2751
"1313","20298","SAN PABLO VILLA DE MITLA",13587
"1314","20299","SAN PABLO YAGANIZA",1125
"1315","20300","SAN PEDRO AMUZGOS",6632
"1316","20301","SAN PEDRO APÓSTOL",1594
"1317","20302","SAN PEDRO ATOYAC",4559
"1318","20303","SAN PEDRO CAJONOS",1081
"1319","20304","SAN PEDRO COXCALTEPEC CÁNTAROS",716
"1320","20305","SAN PEDRO COMITANCILLO",4333
"1321","20306","SAN PEDRO EL ALTO",4654
"1322","20307","SAN PEDRO HUAMELULA",9735
"1323","20308","SAN PEDRO HUILOTEPEC",3307
"1324","20309","SAN PEDRO IXCATLÁN",10368
"1325","20310","SAN PEDRO IXTLAHUACA",14839
"1326","20311","SAN PEDRO JALTEPETONGO",483
"1327","20312","SAN PEDRO JICAYÁN",11279
"1328","20313","SAN PEDRO JOCOTIPAC",730
"1329","20314","SAN PEDRO JUCHATENGO",1755
"1330","20315","SAN PEDRO MÁRTIR",1899
"1331","20316","SAN PEDRO MÁRTIR QUIECHAPA",738
"1332","20317","SAN PEDRO MÁRTIR YUCUXACO",1257
"1333","20318","SAN PEDRO MIXTEPEC",49468
"1334","20319","SAN PEDRO MIXTEPEC",972
"1335","20320","SAN PEDRO MOLINOS",706
"1336","20321","SAN PEDRO NOPALA",751
"1337","20322","SAN PEDRO OCOPETATILLO",786
"1338","20323","SAN PEDRO OCOTEPEC",2404
"1339","20324","SAN PEDRO POCHUTLA",48204
"1340","20325","SAN PEDRO QUIATONI",11930
"1341","20326","SAN PEDRO SOCHIÁPAM",5052
"1342","20327","SAN PEDRO TAPANATEPEC",15479
"1343","20328","SAN PEDRO TAVICHE",1441
"1344","20329","SAN PEDRO TEOZACOALCO",1153
"1345","20330","SAN PEDRO TEUTILA",4296
"1346","20331","SAN PEDRO TIDAÁ",982
"1347","20332","SAN PEDRO TOPILTEPEC",373
"1348","20333","SAN PEDRO TOTOLÁPAM",3294
"1349","20334","VILLA DE TUTUTEPEC",49773
"1350","20335","SAN PEDRO YANERI",867
"1351","20336","SAN PEDRO YÓLOX",1697
"1352","20337","SAN PEDRO Y SAN PABLO AYUTLA",5616
"1353","20338","VILLA DE ETLA",10361
"1354","20339","SAN PEDRO Y SAN PABLO TEPOSCOLULA",4134
"1355","20340","SAN PEDRO Y SAN PABLO TEQUIXTEPEC",1747
"1356","20341","SAN PEDRO YUCUNAMA",241
"1357","20342","SAN RAYMUNDO JALPAN",4105
"1358","20343","SAN SEBASTIÁN ABASOLO",1999
"1359","20344","SAN SEBASTIÁN COATLÁN",2809
"1360","20345","SAN SEBASTIÁN IXCAPA",4188
"1361","20346","SAN SEBASTIÁN NICANANDUTA",1542
"1362","20347","SAN SEBASTIÁN RÍO HONDO",4202
"1363","20348","SAN SEBASTIÁN TECOMAXTLAHUACA",8192
"1364","20349","SAN SEBASTIÁN TEITIPAC",2189
"1365","20350","SAN SEBASTIÁN TUTLA",16878
"1366","20351","SAN SIMÓN ALMOLONGAS",2802
"1367","20352","SAN SIMÓN ZAHUATLÁN",3240
"1368","20353","SANTA ANA",2406
"1369","20354","SANTA ANA ATEIXTLAHUACA",477
"1370","20355","SANTA ANA CUAUHTÉMOC",681
"1371","20356","SANTA ANA DEL VALLE",2179
"1372","20357","SANTA ANA TAVELA",848
"1373","20358","SANTA ANA TLAPACOYAN",1958
"1374","20359","SANTA ANA YARENI",637
"1375","20360","SANTA ANA ZEGACHE",3981
"1376","20361","SANTA CATALINA QUIERÍ",825
"1377","20362","SANTA CATARINA CUIXTLA",1495
"1378","20363","SANTA CATARINA IXTEPEJI",2675
"1379","20364","SANTA CATARINA JUQUILA",18709
"1380","20365","SANTA CATARINA LACHATAO",1059
"1381","20366","SANTA CATARINA LOXICHA",3676
"1382","20367","SANTA CATARINA MECHOACÁN",4582
"1383","20368","SANTA CATARINA MINAS",2041
"1384","20369","SANTA CATARINA QUIANÉ",2173
"1385","20370","SANTA CATARINA TAYATA",662
"1386","20371","SANTA CATARINA TICUÁ",986
"1387","20372","SANTA CATARINA YOSONOTÚ",1316
"1388","20373","SANTA CATARINA ZAPOQUILA",403
"1389","20374","SANTA CRUZ ACATEPEC",1645
"1390","20375","SANTA CRUZ AMILPAS",13200
"1391","20376","SANTA CRUZ DE BRAVO",365
"1392","20377","SANTA CRUZ ITUNDUJIA",10860
"1393","20378","SANTA CRUZ MIXTEPEC",3720
"1394","20379","SANTA CRUZ NUNDACO",2718
"1395","20380","SANTA CRUZ PAPALUTLA",2242
"1396","20381","SANTA CRUZ TACACHE DE MINA",2940
"1397","20382","SANTA CRUZ TACAHUA",1182
"1398","20383","SANTA CRUZ TAYATA",437
"1399","20384","SANTA CRUZ XITLA",4794
"1400","20385","SANTA CRUZ XOXOCOTLÁN",100115
"1401","20386","SANTA CRUZ ZENZONTEPEC",19079
"1402","20387","SANTA GERTRUDIS",2891
"1403","20388","SANTA INÉS DEL MONTE",2809
"1404","20389","SANTA INÉS YATZECHE",908
"1405","20390","SANTA LUCÍA DEL CAMINO",50362
"1406","20391","SANTA LUCÍA MIAHUATLÁN",3375
"1407","20392","SANTA LUCÍA MONTEVERDE",6726
"1408","20393","SANTA LUCÍA OCOTLÁN",4173
"1409","20394","SANTA MARÍA ALOTEPEC",2796
"1410","20395","SANTA MARÍA APAZCO",1629
"1411","20396","SANTA MARÍA LA ASUNCIÓN",3259
"1412","20397","HEROICA CIUDAD DE TLAXIACO",40123
"1413","20398","AYOQUEZCO DE ALDAMA",4874
"1414","20399","SANTA MARÍA ATZOMPA",41921
"1415","20400","SANTA MARÍA CAMOTLÁN",1713
"1416","20401","SANTA MARÍA COLOTEPEC",27046
"1417","20402","SANTA MARÍA CORTIJO",1067
"1418","20403","SANTA MARÍA COYOTEPEC",3751
"1419","20404","SANTA MARÍA CHACHOÁPAM",761
"1420","20405","VILLA DE CHILAPA DE DÍAZ",1815
"1421","20406","SANTA MARÍA CHILCHOTLA",21469
"1422","20407","SANTA MARÍA CHIMALAPA",9578
"1423","20408","SANTA MARÍA DEL ROSARIO",499
"1424","20409","SANTA MARÍA DEL TULE",8939
"1425","20410","SANTA MARÍA ECATEPEC",3418
"1426","20411","SANTA MARÍA GUELACÉ",908
"1427","20412","SANTA MARÍA GUIENAGATI",3178
"1428","20413","SANTA MARÍA HUATULCO",50862
"1429","20414","SANTA MARÍA HUAZOLOTITLÁN",11995
"1430","20415","SANTA MARÍA IPALAPA",4878
"1431","20416","SANTA MARÍA IXCATLÁN",461
"1432","20417","SANTA MARÍA JACATEPEC",9682
"1433","20418","SANTA MARÍA JALAPA DEL MARQUÉS",11735
"1434","20419","SANTA MARÍA JALTIANGUIS",592
"1435","20420","SANTA MARÍA LACHIXÍO",1679
"1436","20421","SANTA MARÍA MIXTEQUILLA",4690
"1437","20422","SANTA MARÍA NATIVITAS",603
"1438","20423","SANTA MARÍA NDUAYACO",453
"1439","20424","SANTA MARÍA OZOLOTEPEC",3793
"1440","20425","SANTA MARÍA PÁPALO",2058
"1441","20426","SANTA MARÍA PEÑOLES",8967
"1442","20427","SANTA MARÍA PETAPA",16706
"1443","20428","SANTA MARÍA QUIEGOLANI",2224
"1444","20429","SANTA MARÍA SOLA",1516
"1445","20430","SANTA MARÍA TATALTEPEC",317
"1446","20431","SANTA MARÍA TECOMAVACA",1830
"1447","20432","SANTA MARÍA TEMAXCALAPA",903
"1448","20433","SANTA MARÍA TEMAXCALTEPEC",2740
"1449","20434","SANTA MARÍA TEOPOXCO",3985
"1450","20435","SANTA MARÍA TEPANTLALI",3576
"1451","20436","SANTA MARÍA TEXCATITLÁN",896
"1452","20437","SANTA MARÍA TLAHUITOLTEPEC",9653
"1453","20438","SANTA MARÍA TLALIXTAC",1839
"1454","20439","SANTA MARÍA TONAMECA",25347
"1455","20440","SANTA MARÍA TOTOLAPILLA",812
"1456","20441","SANTA MARÍA XADANI",9234
"1457","20442","SANTA MARÍA YALINA",250
"1458","20443","SANTA MARÍA YAVESÍA",434
"1459","20444","SANTA MARÍA YOLOTEPEC",481
"1460","20445","SANTA MARÍA YOSOYÚA",1699
"1461","20446","SANTA MARÍA YUCUHITI",6008
"1462","20447","SANTA MARÍA ZACATEPEC",17100
"1463","20448","SANTA MARÍA ZANIZA",2469
"1464","20449","SANTA MARÍA ZOQUITLÁN",3294
"1465","20450","SANTIAGO AMOLTEPEC",13855
"1466","20451","SANTIAGO APOALA",1019
"1467","20452","SANTIAGO APÓSTOL",4421
"1468","20453","SANTIAGO ASTATA",3918
"1469","20454","SANTIAGO ATITLÁN",3556
"1470","20455","SANTIAGO AYUQUILILLA",2904
"1471","20456","SANTIAGO CACALOXTEPEC",1667
"1472","20457","SANTIAGO CAMOTLÁN",3346
"1473","20458","SANTIAGO COMALTEPEC",1157
"1474","20459","VILLA DE SANTIAGO CHAZUMBA",4877
"1475","20460","SANTIAGO CHOÁPAM",5242
"1476","20461","SANTIAGO DEL RÍO",527
"1477","20462","SANTIAGO HUAJOLOTITLÁN",4600
"1478","20463","SANTIAGO HUAUCLILLA",404
"1479","20464","SANTIAGO IHUITLÁN PLUMAS",341
"1480","20465","SANTIAGO IXCUINTEPEC",1636
"1481","20466","SANTIAGO IXTAYUTLA",13880
"1482","20467","SANTIAGO JAMILTEPEC",19112
"1483","20468","SANTIAGO JOCOTEPEC",14198
"1484","20469","SANTIAGO JUXTLAHUACA",34735
"1485","20470","SANTIAGO LACHIGUIRI",4394
"1486","20471","SANTIAGO LALOPA",431
"1487","20472","SANTIAGO LAOLLAGA",3361
"1488","20473","SANTIAGO LAXOPA",1291
"1489","20474","SANTIAGO LLANO GRANDE",3440
"1490","20475","SANTIAGO MATATLÁN",10175
"1491","20476","SANTIAGO MILTEPEC",421
"1492","20477","SANTIAGO MINAS",1327
"1493","20478","SANTIAGO NACALTEPEC",1599
"1494","20479","SANTIAGO NEJAPILLA",174
"1495","20480","SANTIAGO NUNDICHE",1351
"1496","20481","SANTIAGO NUYOÓ",1898
"1497","20482","SANTIAGO PINOTEPA NACIONAL",55735
"1498","20483","SANTIAGO SUCHILQUITONGO",10886
"1499","20484","SANTIAGO TAMAZOLA",4458
"1500","20485","SANTIAGO TAPEXTLA",3134
"1501","20486","VILLA TEJÚPAM DE LA UNIÓN",2419
"1502","20487","SANTIAGO TENANGO",1966
"1503","20488","SANTIAGO TEPETLAPA",130
"1504","20489","SANTIAGO TETEPEC",4909
"1505","20490","SANTIAGO TEXCALCINGO",2974
"1506","20491","SANTIAGO TEXTITLÁN",4930
"1507","20492","SANTIAGO TILANTONGO",2764
"1508","20493","SANTIAGO TILLO",545
"1509","20494","SANTIAGO TLAZOYALTEPEC",6300
"1510","20495","SANTIAGO XANICA",3029
"1511","20496","SANTIAGO XIACUÍ",1893
"1512","20497","SANTIAGO YAITEPEC",4233
"1513","20498","SANTIAGO YAVEO",7593
"1514","20499","SANTIAGO YOLOMÉCATL",1922
"1515","20500","SANTIAGO YOSONDÚA",7991
"1516","20501","SANTIAGO YUCUYACHI",998
"1517","20502","SANTIAGO ZACATEPEC",5089
"1518","20503","SANTIAGO ZOOCHILA",425
"1519","20504","NUEVO ZOQUIÁPAM",1590
"1520","20505","SANTO DOMINGO INGENIO",7681
"1521","20506","SANTO DOMINGO ALBARRADAS",798
"1522","20507","SANTO DOMINGO ARMENTA",3155
"1523","20508","SANTO DOMINGO CHIHUITÁN",1618
"1524","20509","SANTO DOMINGO DE MORELOS",11384
"1525","20510","SANTO DOMINGO IXCATLÁN",760
"1526","20511","SANTO DOMINGO NUXAÁ",3335
"1527","20512","SANTO DOMINGO OZOLOTEPEC",1101
"1528","20513","SANTO DOMINGO PETAPA",9027
"1529","20514","SANTO DOMINGO ROAYAGA",941
"1530","20515","SANTO DOMINGO TEHUANTEPEC",67739
"1531","20516","SANTO DOMINGO TEOJOMULCO",5260
"1532","20517","SANTO DOMINGO TEPUXTEPEC",6029
"1533","20518","SANTO DOMINGO TLATAYÁPAM",113
"1534","20519","SANTO DOMINGO TOMALTEPEC",3386
"1535","20520","SANTO DOMINGO TONALÁ",7693
"1536","20521","SANTO DOMINGO TONALTEPEC",250
"1537","20522","SANTO DOMINGO XAGACÍA",1205
"1538","20523","SANTO DOMINGO YANHUITLÁN",1633
"1539","20524","SANTO DOMINGO YODOHINO",327
"1540","20525","SANTO DOMINGO ZANATEPEC",12483
"1541","20526","SANTOS REYES NOPALA",16219
"1542","20527","SANTOS REYES PÁPALO",2490
"1543","20528","SANTOS REYES TEPEJILLO",904
"1544","20529","SANTOS REYES YUCUNÁ",1474
"1545","20530","SANTO TOMÁS JALIEZA",3923
"1546","20531","SANTO TOMÁS MAZALTEPEC",2612
"1547","20532","SANTO TOMÁS OCOTEPEC",4066
"1548","20533","SANTO TOMÁS TAMAZULAPAN",2726
"1549","20534","SAN VICENTE COATLÁN",3512
"1550","20535","SAN VICENTE LACHIXÍO",3227
"1551","20536","SAN VICENTE NUÑÚ",449
"1552","20537","SILACAYOÁPAM",6710
"1553","20538","SITIO DE XITLAPEHUA",713
"1554","20539","SOLEDAD ETLA",6348
"1555","20540","VILLA DE TAMAZULÁPAM DEL PROGRESO",8199
"1556","20541","TANETZE DE ZARAGOZA",1558
"1557","20542","TANICHE",887
"1558","20543","TATALTEPEC DE VALDÉS",6386
"1559","20544","TEOCOCUILCO DE MARCOS PÉREZ",1032
"1560","20545","TEOTITLÁN DE FLORES MAGÓN",10099
"1561","20546","TEOTITLÁN DEL VALLE",6392
"1562","20547","TEOTONGO",1005
"1563","20548","TEPELMEME VILLA DE MORELOS",1960
"1564","20549","HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",11216
"1565","20550","SAN JERÓNIMO TLACOCHAHUAYA",5764
"1566","20551","TLACOLULA DE MATAMOROS",30254
"1567","20552","TLACOTEPEC PLUMAS",410
"1568","20553","TLALIXTAC DE CABRERA",12067
"1569","20554","TOTONTEPEC VILLA DE MORELOS",5904
"1570","20555","TRINIDAD ZAACHILA",3419
"1571","20556","LA TRINIDAD VISTA HERMOSA",306
"1572","20557","UNIÓN HIDALGO",14057
"1573","20558","VALERIO TRUJANO",1376
"1574","20559","SAN JUAN BAUTISTA VALLE NACIONAL",23067
"1575","20560","VILLA DÍAZ ORDAZ",6467
"1576","20561","YAXE",2954
"1577","20562","MAGDALENA YODOCONO DE PORFIRIO DÍAZ",1682
"1578","20563","YOGANA",1245
"1579","20564","YUTANDUCHI DE GUERRERO",1195
"1580","20565","VILLA DE ZAACHILA",46464
"1581","20566","SAN MATEO YUCUTINDOO",3144
"1582","20567","ZAPOTITLÁN LAGUNAS",3382
"1583","20568","ZAPOTITLÁN PALMAS",1695
"1584","20569","SANTA INÉS DE ZARAGOZA",1454
"1585","20570","ZIMATLÁN DE ÁLVAREZ",22093
"1586","21001","ACAJETE",72894
"1587","21002","ACATENO",9170
"1588","21003","ACATLÁN",37955
"1589","21004","ACATZINGO",63743
"1590","21005","ACTEOPAN",3070
"1591","21006","AHUACATLÁN",14542
"1592","21007","AHUATLÁN",3162
"1593","21008","AHUAZOTEPEC",11439
"1594","21009","AHUEHUETITLA",2207
"1595","21010","AJALPAN",74768
"1596","21011","ALBINO ZERTUCHE",1885
"1597","21012","ALJOJUCA",6591
"1598","21013","ALTEPEXI",22629
"1599","21014","AMIXTLÁN",4812
"1600","21015","AMOZOC",125876
"1601","21016","AQUIXTLA",9021
"1602","21017","ATEMPAN",29742
"1603","21018","ATEXCAL",3859
"1604","21019","ATLIXCO",141793
"1605","21020","ATOYATEMPAN",7704
"1606","21021","ATZALA",1512
"1607","21022","ATZITZIHUACÁN",12857
"1608","21023","ATZITZINTLA",9051
"1609","21024","AXUTLA",976
"1610","21025","AYOTOXCO DE GUERRERO",8208
"1611","21026","CALPAN",15271
"1612","21027","CALTEPEC",4128
"1613","21028","CAMOCUAUTLA",2758
"1614","21029","CAXHUACAN",3811
"1615","21030","COATEPEC",772
"1616","21031","COATZINGO",2820
"1617","21032","COHETZALA",1382
"1618","21033","COHUECAN",5403
"1619","21034","CORONANGO",46836
"1620","21035","COXCATLÁN",20653
"1621","21036","COYOMEAPAN",14806
"1622","21037","COYOTEPEC",2334
"1623","21038","CUAPIAXTLA DE MADERO",10542
"1624","21039","CUAUTEMPAN",9837
"1625","21040","CUAUTINCHÁN",12340
"1626","21041","CUAUTLANCINGO",137435
"1627","21042","CUAYUCA DE ANDRADE",3315
"1628","21043","CUETZALAN DEL PROGRESO",49864
"1629","21044","CUYOACO",17139
"1630","21045","CHALCHICOMULA DE SESMA",47410
"1631","21046","CHAPULCO",8193
"1632","21047","CHIAUTLA",21699
"1633","21048","CHIAUTZINGO",22039
"1634","21049","CHICONCUAUTLA",17382
"1635","21050","CHICHIQUILA",26928
"1636","21051","CHIETLA",37030
"1637","21052","CHIGMECATITLÁN",1215
"1638","21053","CHIGNAHUAPAN",66464
"1639","21054","CHIGNAUTLA",35223
"1640","21055","CHILA",5082
"1641","21056","CHILA DE LA SAL",1317
"1642","21057","HONEY",6687
"1643","21058","CHILCHOTLA",21002
"1644","21059","CHINANTLA",2846
"1645","21060","DOMINGO ARENAS",7982
"1646","21061","ELOXOCHITLÁN",14461
"1647","21062","EPATLÁN",4943
"1648","21063","ESPERANZA",14766
"1649","21064","FRANCISCO Z. MENA",17824
"1650","21065","GENERAL FELIPE ÁNGELES",22694
"1651","21066","GUADALUPE",6451
"1652","21067","GUADALUPE VICTORIA",18784
"1653","21068","HERMENEGILDO GALEANA",7011
"1654","21069","HUAQUECHULA",29233
"1655","21070","HUATLATLAUCA",6111
"1656","21071","HUAUCHINANGO",103946
"1657","21072","HUEHUETLA",17082
"1658","21073","HUEHUETLÁN EL CHICO",9760
"1659","21074","HUEJOTZINGO",90782
"1660","21075","HUEYAPAN",13080
"1661","21076","HUEYTAMALCO",27600
"1662","21077","HUEYTLALPAN",5951
"1663","21078","HUITZILAN DE SERDÁN",15928
"1664","21079","HUITZILTEPEC",5782
"1665","21080","ATLEQUIZAYAN",2633
"1666","21081","IXCAMILPA DE GUERRERO",4065
"1667","21082","IXCAQUIXTLA",8804
"1668","21083","IXTACAMAXTITLÁN",25319
"1669","21084","IXTEPEC",6950
"1670","21085","IZÚCAR DE MATAMOROS",82809
"1671","21086","JALPAN",12050
"1672","21087","JOLALPAN",13308
"1673","21088","JONOTLA",4457
"1674","21089","JOPALA",12131
"1675","21090","JUAN C. BONILLA",23783
"1676","21091","JUAN GALINDO",9828
"1677","21092","JUAN N. MÉNDEZ",5293
"1678","21093","LAFRAGUA",7650
"1679","21094","LIBRES",37257
"1680","21095","LA MAGDALENA TLATLAUQUITEPEC",650
"1681","21096","MAZAPILTEPEC DE JUÁREZ",3176
"1682","21097","MIXTLA",2668
"1683","21098","MOLCAXAC",6668
"1684","21099","CAÑADA MORELOS",20659
"1685","21100","NAUPAN",9310
"1686","21101","NAUZONTLA",3317
"1687","21102","NEALTICAN",14075
"1688","21103","NICOLÁS BRAVO",6644
"1689","21104","NOPALUCAN",32772
"1690","21105","OCOTEPEC",5077
"1691","21106","OCOYUCAN",42669
"1692","21107","OLINTLA",11993
"1693","21108","ORIENTAL",19903
"1694","21109","PAHUATLÁN",20274
"1695","21110","PALMAR DE BRAVO",50226
"1696","21111","PANTEPEC",18528
"1697","21112","PETLALCINGO",9350
"1698","21113","PIAXTLA",4627
"1699","21114","PUEBLA",1692181
"1700","21115","QUECHOLAC",57992
"1701","21116","QUIMIXTLÁN",22855
"1702","21117","RAFAEL LARA GRAJALES",15952
"1703","21118","LOS REYES DE JUÁREZ",30021
"1704","21119","SAN ANDRÉS CHOLULA",154448
"1705","21120","SAN ANTONIO CAÑADA",5938
"1706","21121","SAN DIEGO LA MESA TOCHIMILTZINGO",1270
"1707","21122","SAN FELIPE TEOTLALCINGO",11063
"1708","21123","SAN FELIPE TEPATLÁN",3793
"1709","21124","SAN GABRIEL CHILAC",15954
"1710","21125","SAN GREGORIO ATZOMPA",9671
"1711","21126","SAN JERÓNIMO TECUANIPAN",6597
"1712","21127","SAN JERÓNIMO XAYACATLÁN",3606
"1713","21128","SAN JOSÉ CHIAPA",10443
"1714","21129","SAN JOSÉ MIAHUATLÁN",14018
"1715","21130","SAN JUAN ATENCO",3604
"1716","21131","SAN JUAN ATZOMPA",975
"1717","21132","SAN MARTÍN TEXMELUCAN",155738
"1718","21133","SAN MARTÍN TOTOLTEPEC",692
"1719","21134","SAN MATÍAS TLALANCALECA",20974
"1720","21135","SAN MIGUEL IXITLÁN",526
"1721","21136","SAN MIGUEL XOXTLA",12461
"1722","21137","SAN NICOLÁS BUENOS AIRES",10464
"1723","21138","SAN NICOLÁS DE LOS RANCHOS",11780
"1724","21139","SAN PABLO ANICANO",3759
"1725","21140","SAN PEDRO CHOLULA",138433
"1726","21141","SAN PEDRO YELOIXTLAHUACA",3488
"1727","21142","SAN SALVADOR EL SECO",30639
"1728","21143","SAN SALVADOR EL VERDE",34880
"1729","21144","SAN SALVADOR HUIXCOLOTLA",16790
"1730","21145","SAN SEBASTIÁN TLACOTEPEC",13189
"1731","21146","SANTA CATARINA TLALTEMPAN",749
"1732","21147","SANTA INÉS AHUATEMPAN",6341
"1733","21148","SANTA ISABEL CHOLULA",11498
"1734","21149","SANTIAGO MIAHUATLÁN",30309
"1735","21150","HUEHUETLÁN EL GRANDE",6105
"1736","21151","SANTO TOMÁS HUEYOTLIPAN",9315
"1737","21152","SOLTEPEC",12631
"1738","21153","TECALI DE HERRERA",23625
"1739","21154","TECAMACHALCO",80771
"1740","21155","TECOMATLÁN",6830
"1741","21156","TEHUACÁN",327312
"1742","21157","TEHUITZINGO",12672
"1743","21158","TENAMPULCO",6743
"1744","21159","TEOPANTLÁN",3836
"1745","21160","TEOTLALCO",3689
"1746","21161","TEPANCO DE LÓPEZ",22218
"1747","21162","TEPANGO DE RODRÍGUEZ",4155
"1748","21163","TEPATLAXCO DE HIDALGO",18854
"1749","21164","TEPEACA",84270
"1750","21165","TEPEMAXALCO",1216
"1751","21166","TEPEOJUMA",8918
"1752","21167","TEPETZINTLA",10373
"1753","21168","TEPEXCO",7523
"1754","21169","TEPEXI DE RODRÍGUEZ",22331
"1755","21170","TEPEYAHUALCO",19200
"1756","21171","TEPEYAHUALCO DE CUAUHTÉMOC",3851
"1757","21172","TETELA DE OCAMPO",27216
"1758","21173","TETELES DE ÁVILA CASTILLO",6653
"1759","21174","TEZIUTLÁN",103583
"1760","21175","TIANGUISMANALCO",14432
"1761","21176","TILAPA",9664
"1762","21177","TLACOTEPEC DE BENITO JUÁREZ",54757
"1763","21178","TLACUILOTEPEC",15977
"1764","21179","TLACHICHUCA",31639
"1765","21180","TLAHUAPAN",41547
"1766","21181","TLALTENANGO",7425
"1767","21182","TLANEPANTLA",5390
"1768","21183","TLAOLA",20433
"1769","21184","TLAPACOYA",6422
"1770","21185","TLAPANALÁ",10344
"1771","21186","TLATLAUQUITEPEC",55576
"1772","21187","TLAXCO",4934
"1773","21188","TOCHIMILCO",19315
"1774","21189","TOCHTEPEC",22454
"1775","21190","TOTOLTEPEC DE GUERRERO",1187
"1776","21191","TULCINGO",9871
"1777","21192","TUZAMAPAN DE GALEANA",5924
"1778","21193","TZICATLACOYAN",6476
"1779","21194","VENUSTIANO CARRANZA",28395
"1780","21195","VICENTE GUERRERO",26559
"1781","21196","XAYACATLÁN DE BRAVO",1570
"1782","21197","XICOTEPEC",80591
"1783","21198","XICOTLÁN",1312
"1784","21199","XIUTETELCO",42943
"1785","21200","XOCHIAPULCO",3443
"1786","21201","XOCHILTEPEC",3375
"1787","21202","XOCHITLÁN DE VICENTE SUÁREZ",13025
"1788","21203","XOCHITLÁN TODOS SANTOS",7178
"1789","21204","YAONÁHUAC",7926
"1790","21205","YEHUALTEPEC",26392
"1791","21206","ZACAPALA",4647
"1792","21207","ZACAPOAXTLA",57887
"1793","21208","ZACATLÁN",87361
"1794","21209","ZAPOTITLÁN",8595
"1795","21210","ZAPOTITLÁN DE MÉNDEZ",5675
"1796","21211","ZARAGOZA",16752
"1797","21212","ZAUTLA",20717
"1798","21213","ZIHUATEUTLA",11967
"1799","21214","ZINACATEPEC",18359
"1800","21215","ZONGOZOTLA",4539
"1801","21216","ZOQUIAPAN",2452
"1802","21217","ZOQUITLÁN",20335
"1803","22001","AMEALCO DE BONFIL",66841
"1804","22002","PINAL DE AMOLES",27365
"1805","22003","ARROYO SECO",13142
"1806","22004","CADEREYTA DE MONTES",69062
"1807","22005","COLÓN",67090
"1808","22006","CORREGIDORA",212560
"1809","22007","EZEQUIEL MONTES",45118
"1810","22008","HUIMILPAN",36808
"1811","22009","JALPAN DE SERRA",27343
"1812","22010","LANDA DE MATAMOROS",18792
"1813","22011","EL MARQUÉS",231668
"1814","22012","PEDRO ESCOBEDO",77367
"1815","22013","PEÑAMILLER",19141
"1816","22014","QUERÉTARO",1049638
"1817","22015","SAN JOAQUÍN",8359
"1818","22016","SAN JUAN DEL RÍO",297299
"1819","22017","TEQUISQUIAPAN",72199
"1820","22018","TOLIMÁN",27916
"1821","23001","COZUMEL",88474
"1822","23002","FELIPE CARRILLO PUERTO",83988
"1823","23003","ISLA MUJERES",22659
"1824","23004","OTHÓN P. BLANCO",233648
"1825","23005","BENITO JUÁREZ",911477
"1826","23006","JOSÉ MARÍA MORELOS",39163
"1827","23007","LÁZARO CÁRDENAS",29153
"1828","23008","PLAYA DEL CARMEN",333800
"1829","23009","TULUM",46721
"1830","23010","BACALAR",41753
"1831","23011","PUERTO MORELOS",26890
"1832","24001","AHUALULCO DEL SONIDO 13",18974
"1833","24002","ALAQUINES",7773
"1834","24003","AQUISMÓN",48359
"1835","24004","ARMADILLO DE LOS INFANTE",4013
"1836","24005","CÁRDENAS",18318
"1837","24006","CATORCE",9579
"1838","24007","CEDRAL",19840
"1839","24008","CERRITOS",22075
"1840","24009","CERRO DE SAN PEDRO",5050
"1841","24010","CIUDAD DEL MAÍZ",30320
"1842","24011","CIUDAD FERNÁNDEZ",48106
"1843","24012","TANCANHUITZ",20300
"1844","24013","CIUDAD VALLES",179371
"1845","24014","COXCATLÁN",15660
"1846","24015","CHARCAS",21814
"1847","24016","EBANO",40896
"1848","24017","GUADALCÁZAR",25119
"1849","24018","HUEHUETLÁN",15334
"1850","24019","LAGUNILLAS",5453
"1851","24020","MATEHUALA",102199
"1852","24021","MEXQUITIC DE CARMONA",58469
"1853","24022","MOCTEZUMA",19036
"1854","24023","RAYÓN",15300
"1855","24024","RIOVERDE",97942
"1856","24025","SALINAS",31107
"1857","24026","SAN ANTONIO",9382
"1858","24027","SAN CIRO DE ACOSTA",10215
